finance_cd,finance_nm,finance_path,cate_1,cate_2,cate_3,cate_4
0010516,전주상호저축은행[폐],저축은행\전주상호저축은행[폐],저축은행,전주상호저축은행[폐],,
0010427,정우상호저축은행[폐],저축은행\정우상호저축은행[폐],저축은행,정우상호저축은행[폐],,
0011767,제이티저축은행,저축은행\제이티저축은행,저축은행,제이티저축은행,,
0013308,제이티친애저축은행,저축은행\제이티친애저축은행,저축은행,제이티친애저축은행,,
0010382,제일2상호저축은행[폐],저축은행\제일2상호저축은행[폐],저축은행,제일2상호저축은행[폐],,
0010377,제일상호저축은행[폐],저축은행\제일상호저축은행[폐],저축은행,제일상호저축은행[폐],,
0010446,제일상호저축은행[폐],저축은행\제일상호저축은행[폐],저축은행,제일상호저축은행[폐],,
0010584,제주상호저축은행[폐],저축은행\제주상호저축은행[폐],저축은행,제주상호저축은행[폐],,
0010366,조은저축은행,저축은행\조은저축은행,저축은행,조은저축은행,,
0010513,조치원상호저축은행[폐],저축은행\조치원상호저축은행[폐],저축은행,조치원상호저축은행[폐],,
0010575,조흥저축은행,저축은행\조흥저축은행,저축은행,조흥저축은행,,
0010470,좋은상호저축은행[폐],저축은행\좋은상호저축은행[폐],저축은행,좋은상호저축은행[폐],,
0010375,주은상호저축은행[폐],저축은행\주은상호저축은행[폐],저축은행,주은상호저축은행[폐],,
0010371,주은영동상호저축은행[폐],저축은행\주은영동상호저축은행[폐],저축은행,주은영동상호저축은행[폐],,
0010379,중앙부산상호저축은행[폐],저축은행\중앙부산상호저축은행[폐],저축은행,중앙부산상호저축은행[폐],,
0010576,진주저축은행,저축은행\진주저축은행,저축은행,진주저축은행,,
0010380,진흥상호저축은행[폐],저축은행\진흥상호저축은행[폐],저축은행,진흥상호저축은행[폐],,
0010560,참저축은행,저축은행\참저축은행,저축은행,참저축은행,,
0010578,창녕상호저축은행[폐],저축은행\창녕상호저축은행[폐],저축은행,창녕상호저축은행[폐],,
0010487,청주상호저축은행[폐],저축은행\청주상호저축은행[폐],저축은행,청주상호저축은행[폐],,
0010489,청주저축은행,저축은행\청주저축은행,저축은행,청주저축은행,,
0010579,충무상호저축은행[폐],저축은행\충무상호저축은행[폐],저축은행,충무상호저축은행[폐],,
0010500,충일상호저축은행[폐],저축은행\충일상호저축은행[폐],저축은행,충일상호저축은행[폐],,
0010506,충일서산상호저축은행[폐],저축은행\충일서산상호저축은행[폐],저축은행,충일서산상호저축은행[폐],,
0013127,케이비저축은행,저축은행\케이비저축은행,저축은행,케이비저축은행,,
0010359,키움예스저축은행,저축은행\키움예스저축은행,저축은행,키움예스저축은행,,
0010456,키움저축은행,저축은행\키움저축은행,저축은행,키움저축은행,,
0010362,텔슨상호저축은행(구)[폐],저축은행\텔슨상호저축은행(구)[폐],저축은행,텔슨상호저축은행(구)[폐],,
0010417,토마토2상호저축은행[폐],저축은행\토마토2상호저축은행[폐],저축은행,토마토2상호저축은행[폐],,
0010462,토마토상호저축은행[폐],저축은행\토마토상호저축은행[폐],저축은행,토마토상호저축은행[폐],,
0011664,파랑새상호저축은행[폐],저축은행\파랑새상호저축은행[폐],저축은행,파랑새상호저축은행[폐],,
0010471,페퍼저축은행,저축은행\페퍼저축은행,저축은행,페퍼저축은행,,
0010460,평택상호저축은행,저축은행\평택상호저축은행,저축은행,평택상호저축은행,,
0010356,푸른상호저축은행,저축은행\푸른상호저축은행,저축은행,푸른상호저축은행,,
0010353,프라임상호저축은행[폐],저축은행\프라임상호저축은행[폐],저축은행,프라임상호저축은행[폐],,
0010393,플러스상호저축은행[폐],저축은행\플러스상호저축은행[폐],저축은행,플러스상호저축은행[폐],,
0010384,하나상호저축은행[폐],저축은행\하나상호저축은행[폐],저축은행,하나상호저축은행[폐],,
0013166,하나저축은행,저축은행\하나저축은행,저축은행,하나저축은행,,
0010410,한국상호저축은행[폐],저축은행\한국상호저축은행[폐],저축은행,한국상호저축은행[폐],,
0010385,한국상호저축은행주식회사[폐],저축은행\한국상호저축은행주식회사[폐],저축은행,한국상호저축은행주식회사[폐],,
0010537,한국투자저축은행,저축은행\한국투자저축은행,저축은행,한국투자저축은행,,
0010571,한나라상호저축은행[폐],저축은행\한나라상호저축은행[폐],저축은행,한나라상호저축은행[폐],,
0010483,한도상호저축은행[폐],저축은행\한도상호저축은행[폐],저축은행,한도상호저축은행[폐],,
0010402,한마음상호저축은행[폐],저축은행\한마음상호저축은행[폐],저축은행,한마음상호저축은행[폐],,
0010492,한성저축은행,저축은행\한성저축은행,저축은행,한성저축은행,,
0010566,한신상호저축은행(구)[폐],저축은행\한신상호저축은행(구)[폐],저축은행,한신상호저축은행(구)[폐],,
0010586,한양상호저축은행[폐],저축은행\한양상호저축은행[폐],저축은행,한양상호저축은행[폐],,
0010522,한울저축은행[폐],저축은행\한울저축은행[폐],저축은행,한울저축은행[폐],,
0010411,한은상호저축은행[폐],저축은행\한은상호저축은행[폐],저축은행,한은상호저축은행[폐],,
0010503,한일중부상호저축은행[폐],저축은행\한일중부상호저축은행[폐],저축은행,한일중부상호저축은행[폐],,
0010514,한주상호저축은행[폐],저축은행\한주상호저축은행[폐],저축은행,한주상호저축은행[폐],,
0010386,한중상호저축은행[폐],저축은행\한중상호저축은행[폐],저축은행,한중상호저축은행[폐],,
0010477,한화저축은행,저축은행\한화저축은행,저축은행,한화저축은행,,
0010387,해동상호저축은행[폐],저축은행\해동상호저축은행[폐],저축은행,해동상호저축은행[폐],,
0010461,해동상호저축은행[폐],저축은행\해동상호저축은행[폐],저축은행,해동상호저축은행[폐],,
0011550,해솔저축은행[폐],저축은행\해솔저축은행[폐],저축은행,해솔저축은행[폐],,
0010414,현대상호저축은행[폐],저축은행\현대상호저축은행[폐],저축은행,현대상호저축은행[폐],,
0010546,홍익상호저축은행[폐],저축은행\홍익상호저축은행[폐],저축은행,홍익상호저축은행[폐],,
0010484,홍천상호저축은행[폐],저축은행\홍천상호저축은행[폐],저축은행,홍천상호저축은행[폐],,
0010536,화신상호저축은행[폐],저축은행\화신상호저축은행[폐],저축은행,화신상호저축은행[폐],,
0010416,흥국저축은행,저축은행\흥국저축은행,저축은행,흥국저축은행,,
0010431,흥성상호저축은행[폐],저축은행\흥성상호저축은행[폐],저축은행,흥성상호저축은행[폐],,
00106564090,춘천가톨릭,신용협동조합\단체신협\단체(강원)\춘천가톨릭,신용협동조합,단체신협,단체(강원),춘천가톨릭
00106564073,춘천와이,신용협동조합\단체신협\단체(강원)\춘천와이,신용협동조합,단체신협,단체(강원),춘천와이
00106563227,가톨릭수원교구,신용협동조합\단체신협\단체(경기)\가톨릭수원교구,신용협동조합,단체신협,단체(경기),가톨릭수원교구
00106563247,경기도건축사,신용협동조합\단체신협\단체(경기)\경기도건축사,신용협동조합,단체신협,단체(경기),경기도건축사
00106563253,경기치과의사,신용협동조합\단체신협\단체(경기)\경기치과의사,신용협동조합,단체신협,단체(경기),경기치과의사
00106563130,기복교회,신용협동조합\단체신협\단체(경기)\기복교회,신용협동조합,단체신협,단체(경기),기복교회
00106563112,새안양,신용협동조합\단체신협\단체(경기)\새안양,신용협동조합,단체신협,단체(경기),새안양
00106561276,서울중앙교회,신용협동조합\단체신협\단체(경기)\서울중앙교회,신용협동조합,단체신협,단체(경기),서울중앙교회
00106563124,수원동부교회,신용협동조합\단체신협\단체(경기)\수원동부교회,신용협동조합,단체신협,단체(경기),수원동부교회
00106563182,여흥,신용협동조합\단체신협\단체(경기)\여흥,신용협동조합,단체신협,단체(경기),여흥
00106563131,평택남부,신용협동조합\단체신협\단체(경기)\평택남부,신용협동조합,단체신협,단체(경기),평택남부
000010656A186,경남원광,신용협동조합\단체신협\단체(경남)\경남원광,신용협동조합,단체신협,단체(경남),경남원광
000010656A188,경남치과의사,신용협동조합\단체신협\단체(경남)\경남치과의사,신용협동조합,단체신협,단체(경남),경남치과의사
000010656A161,경남한의사,신용협동조합\단체신협\단체(경남)\경남한의사,신용협동조합,단체신협,단체(경남),경남한의사
000010656A100,경남항운,신용협동조합\단체신협\단체(경남)\경남항운,신용협동조합,단체신협,단체(경남),경남항운
000010656A112,남강,신용협동조합\단체신협\단체(경남)\남강,신용협동조합,단체신협,단체(경남),남강
000010656A073,마산복자,신용협동조합\단체신협\단체(경남)\마산복자,신용협동조합,단체신협,단체(경남),마산복자
000010656A203,마산상공회의소,신용협동조합\단체신협\단체(경남)\마산상공회의소,신용협동조합,단체신협,단체(경남),마산상공회의소
000010656A137,완월천주교회,신용협동조합\단체신협\단체(경남)\완월천주교회,신용협동조합,단체신협,단체(경남),완월천주교회
000010656A122,진주교회다소,신용협동조합\단체신협\단체(경남)\진주교회다소,신용협동조합,단체신협,단체(경남),진주교회다소
000010656A193,진주치과의사,신용협동조합\단체신협\단체(경남)\진주치과의사,신용협동조합,단체신협,단체(경남),진주치과의사
00106569168,문경엽연초 생산조합[폐],신용협동조합\단체신협\단체(경북)\문경엽연초 생산조합[폐],신용협동조합,단체신협,단체(경북),문경엽연초 생산조합[폐]
00106569035,안동,신용협동조합\단체신협\단체(경북)\안동,신용협동조합,단체신협,단체(경북),안동
00106569225,안동엽연초[폐],신용협동조합\단체신협\단체(경북)\안동엽연초[폐],신용협동조합,단체신협,단체(경북),안동엽연초[폐]
00106569171,영양엽연초[폐],신용협동조합\단체신협\단체(경북)\영양엽연초[폐],신용협동조합,단체신협,단체(경북),영양엽연초[폐]
00106569158,용문산기도원[폐],신용협동조합\단체신협\단체(경북)\용문산기도원[폐],신용협동조합,단체신협,단체(경북),용문산기도원[폐]
00106569227,진보엽연초[폐],신용협동조합\단체신협\단체(경북)\진보엽연초[폐],신용협동조합,단체신협,단체(경북),진보엽연초[폐]
00106569150,풍기동부교회[폐],신용협동조합\단체신협\단체(경북)\풍기동부교회[폐],신용협동조합,단체신협,단체(경북),풍기동부교회[폐]
00106568119,관음사,신용협동조합\단체신협\단체(광주)\관음사,신용협동조합,단체신협,단체(광주),관음사
00106568006,광주YWCA,신용협동조합\단체신협\단체(광주)\광주YWCA,신용협동조합,단체신협,단체(광주),광주YWCA
00106568150,광주개인택시,신용협동조합\단체신협\단체(광주)\광주개인택시,신용협동조합,단체신협,단체(광주),광주개인택시
00106568118,광주건축사,신용협동조합\단체신협\단체(광주)\광주건축사,신용협동조합,단체신협,단체(광주),광주건축사
00106568179,광주미래,신용협동조합\단체신협\단체(광주)\광주미래,신용협동조합,단체신협,단체(광주),광주미래
00106568117,광주약사,신용협동조합\단체신협\단체(광주)\광주약사,신용협동조합,단체신협,단체(광주),광주약사
00106568008,광주와이신협,신용협동조합\단체신협\단체(광주)\광주와이신협,신용협동조합,단체신협,단체(광주),광주와이신협
00106568070,광주원광,신용협동조합\단체신협\단체(광주)\광주원광,신용협동조합,단체신협,단체(광주),광주원광
00106568139,광주의사,신용협동조합\단체신협\단체(광주)\광주의사,신용협동조합,단체신협,단체(광주),광주의사
00106568128,광주치과의사,신용협동조합\단체신협\단체(광주)\광주치과의사,신용협동조합,단체신협,단체(광주),광주치과의사
00106568135,광주향림,신용협동조합\단체신협\단체(광주)\광주향림,신용협동조합,단체신협,단체(광주),광주향림
00106568007,밀알,신용협동조합\단체신협\단체(광주)\밀알,신용협동조합,단체신협,단체(광주),밀알
00106568037,삼애,신용협동조합\단체신협\단체(광주)\삼애,신용협동조합,단체신협,단체(광주),삼애
00106568108,침광,신용협동조합\단체신협\단체(광주)\침광,신용협동조합,단체신협,단체(광주),침광
00106568159,침례회광주교회,신용협동조합\단체신협\단체(광주)\침례회광주교회,신용협동조합,단체신협,단체(광주),침례회광주교회
00106569216,경북건축사,신용협동조합\단체신협\단체(대구)\경북건축사,신용협동조합,단체신협,단체(대구),경북건축사
00106569083,계산천주교회,신용협동조합\단체신협\단체(대구)\계산천주교회,신용협동조합,단체신협,단체(대구),계산천주교회
00106569186,내당천,신용협동조합\단체신협\단체(대구)\내당천,신용협동조합,단체신협,단체(대구),내당천
00106569172,달성대건,신용협동조합\단체신협\단체(대구)\달성대건,신용협동조합,단체신협,단체(대구),달성대건
00106569169,대구건축사,신용협동조합\단체신협\단체(대구)\대구건축사,신용협동조합,단체신협,단체(대구),대구건축사
00106569254,대구경북치과의사,신용협동조합\단체신협\단체(대구)\대구경북치과의사,신용협동조합,단체신협,단체(대구),대구경북치과의사
00106569282,대구대건,신용협동조합\단체신협\단체(대구)\대구대건,신용협동조합,단체신협,단체(대구),대구대건
00106569222,대구영광,신용협동조합\단체신협\단체(대구)\대구영광,신용협동조합,단체신협,단체(대구),대구영광
00106569280,대구의사,신용협동조합\단체신협\단체(대구)\대구의사,신용협동조합,단체신협,단체(대구),대구의사
00106569021,대구칠성,신용협동조합\단체신협\단체(대구)\대구칠성,신용협동조합,단체신협,단체(대구),대구칠성
00106569200,대구한의사,신용협동조합\단체신협\단체(대구)\대구한의사,신용협동조합,단체신협,단체(대구),대구한의사
00106569257,대구희망,신용협동조합\단체신협\단체(대구)\대구희망,신용협동조합,단체신협,단체(대구),대구희망
00106569187,대봉천,신용협동조합\단체신협\단체(대구)\대봉천,신용협동조합,단체신협,단체(대구),대봉천
00106569185,동촌신협,신용협동조합\단체신협\단체(대구)\동촌신협,신용협동조합,단체신협,단체(대구),동촌신협
00106569267,두산천주교회,신용협동조합\단체신협\단체(대구)\두산천주교회,신용협동조합,단체신협,단체(대구),두산천주교회
00106569205,보현사,신용협동조합\단체신협\단체(대구)\보현사,신용협동조합,단체신협,단체(대구),보현사
00106569003,부경,신용협동조합\단체신협\단체(대구)\부경,신용협동조합,단체신협,단체(대구),부경
00106569148,비산천주교회,신용협동조합\단체신협\단체(대구)\비산천주교회,신용협동조합,단체신협,단체(대구),비산천주교회
00106569215,산격한마음,신용협동조합\단체신협\단체(대구)\산격한마음,신용협동조합,단체신협,단체(대구),산격한마음
00106569255,새누리,신용협동조합\단체신협\단체(대구)\새누리,신용협동조합,단체신협,단체(대구),새누리
00106569240,성삼우리,신용협동조합\단체신협\단체(대구)\성삼우리,신용협동조합,단체신협,단체(대구),성삼우리
00106569151,소화,신용협동조합\단체신협\단체(대구)\소화,신용협동조합,단체신협,단체(대구),소화
00106569079,신암천,신용협동조합\단체신협\단체(대구)\신암천,신용협동조합,단체신협,단체(대구),신암천
00106569152,효천,신용협동조합\단체신협\단체(대구)\효천,신용협동조합,단체신협,단체(대구),효천
00106566110,대전 Y.M.C.A.,신용협동조합\단체신협\단체(대전)\대전 Y.M.C.A.,신용협동조합,단체신협,단체(대전),대전 Y.M.C.A.
00106566142,대전교직원,신용협동조합\단체신협\단체(대전)\대전교직원,신용협동조합,단체신협,단체(대전),대전교직원
00106566144,대전대덕,신용협동조합\단체신협\단체(대전)\대전대덕,신용협동조합,단체신협,단체(대전),대전대덕
00106566132,대전영화교회,신용협동조합\단체신협\단체(대전)\대전영화교회,신용협동조합,단체신협,단체(대전),대전영화교회
00106566205,대전충남치과의사,신용협동조합\단체신협\단체(대전)\대전충남치과의사,신용협동조합,단체신협,단체(대전),대전충남치과의사
00106566100,점진,신용협동조합\단체신협\단체(대전)\점진,신용협동조합,단체신협,단체(대전),점진
00106566200,탄방침례,신용협동조합\단체신협\단체(대전)\탄방침례,신용협동조합,단체신협,단체(대전),탄방침례
00106562122,부산거제,신용협동조합\단체신협\단체(부산)\부산거제,신용협동조합,단체신협,단체(부산),부산거제
00106562033,부산공동어시장,신용협동조합\단체신협\단체(부산)\부산공동어시장,신용협동조합,단체신협,단체(부산),부산공동어시장
00106562087,부산시약사,신용협동조합\단체신협\단체(부산)\부산시약사,신용협동조합,단체신협,단체(부산),부산시약사
00106562125,부산울산경남건설기계,신용협동조합\단체신협\단체(부산)\부산울산경남건설기계,신용협동조합,단체신협,단체(부산),부산울산경남건설기계
00106562093,부산원광,신용협동조합\단체신협\단체(부산)\부산원광,신용협동조합,단체신협,단체(부산),부산원광
00106562133,부산의사,신용협동조합\단체신협\단체(부산)\부산의사,신용협동조합,단체신협,단체(부산),부산의사
00106562107,부산장우,신용협동조합\단체신협\단체(부산)\부산장우,신용협동조합,단체신협,단체(부산),부산장우
00106562127,부산제일,신용협동조합\단체신협\단체(부산)\부산제일,신용협동조합,단체신협,단체(부산),부산제일
00106562036,부산치과의사,신용협동조합\단체신협\단체(부산)\부산치과의사,신용협동조합,단체신협,단체(부산),부산치과의사
00106562053,부산택시,신용협동조합\단체신협\단체(부산)\부산택시,신용협동조합,단체신협,단체(부산),부산택시
00106562047,부산항운노조,신용협동조합\단체신협\단체(부산)\부산항운노조,신용협동조합,단체신협,단체(부산),부산항운노조
00106562094,북부산,신용협동조합\단체신협\단체(부산)\북부산,신용협동조합,단체신협,단체(부산),북부산
00106562126,서부산,신용협동조합\단체신협\단체(부산)\서부산,신용협동조합,단체신협,단체(부산),서부산
00106562124,영남치과기공사,신용협동조합\단체신협\단체(부산)\영남치과기공사,신용협동조합,단체신협,단체(부산),영남치과기공사
00106562121,천리교부산교구,신용협동조합\단체신협\단체(부산)\천리교부산교구,신용협동조합,단체신협,단체(부산),천리교부산교구
00106561168,가톨릭명동,신용협동조합\단체신협\단체(서울)\가톨릭명동,신용협동조합,단체신협,단체(서울),가톨릭명동
00106561167,나사렛형제들,신용협동조합\단체신협\단체(서울)\나사렛형제들,신용협동조합,단체신협,단체(서울),나사렛형제들
00106561324,능인불교선양원,신용협동조합\단체신협\단체(서울)\능인불교선양원,신용협동조합,단체신협,단체(서울),능인불교선양원
00106561292,대명,신용협동조합\단체신협\단체(서울)\대명,신용협동조합,단체신협,단체(서울),대명
00106561251,도림교회,신용협동조합\단체신협\단체(서울)\도림교회,신용협동조합,단체신협,단체(서울),도림교회
00106561166,무학교회,신용협동조합\단체신협\단체(서울)\무학교회,신용협동조합,단체신협,단체(서울),무학교회
00106561208,묵동,신용협동조합\단체신협\단체(서울)\묵동,신용협동조합,단체신협,단체(서울),묵동
00106561182,베다니교회,신용협동조합\단체신협\단체(서울)\베다니교회,신용협동조합,단체신협,단체(서울),베다니교회
00106561278,봉원,신용협동조합\단체신협\단체(서울)\봉원,신용협동조합,단체신협,단체(서울),봉원
00106561244,서울건축사,신용협동조합\단체신협\단체(서울)\서울건축사,신용협동조합,단체신협,단체(서울),서울건축사
00106561189,서울남부,신용협동조합\단체신협\단체(서울)\서울남부,신용협동조합,단체신협,단체(서울),서울남부
00106561293,서울변호사,신용협동조합\단체신협\단체(서울)\서울변호사,신용협동조합,단체신협,단체(서울),서울변호사
00106561289,서울약사,신용협동조합\단체신협\단체(서울)\서울약사,신용협동조합,단체신협,단체(서울),서울약사
00106561206,서울영암교회,신용협동조합\단체신협\단체(서울)\서울영암교회,신용협동조합,단체신협,단체(서울),서울영암교회
00106561155,서울치과의사,신용협동조합\단체신협\단체(서울)\서울치과의사,신용협동조합,단체신협,단체(서울),서울치과의사
00106561169,성락교회,신용협동조합\단체신협\단체(서울)\성락교회,신용협동조합,단체신협,단체(서울),성락교회
00106561081,세한,신용협동조합\단체신협\단체(서울)\세한,신용협동조합,단체신협,단체(서울),세한
00106561220,신림,신용협동조합\단체신협\단체(서울)\신림,신용협동조합,단체신협,단체(서울),신림
00106561212,신성북교회,신용협동조합\단체신협\단체(서울)\신성북교회,신용협동조합,단체신협,단체(서울),신성북교회
00106561266,신월,신용협동조합\단체신협\단체(서울)\신월,신용협동조합,단체신협,단체(서울),신월
00106561196,아현천주교회,신용협동조합\단체신협\단체(서울)\아현천주교회,신용협동조합,단체신협,단체(서울),아현천주교회
00106561114,연동,신용협동조합\단체신협\단체(서울)\연동,신용협동조합,단체신협,단체(서울),연동
00106561257,은평중앙,신용협동조합\단체신협\단체(서울)\은평중앙,신용협동조합,단체신협,단체(서울),은평중앙
00106561311,응암동천주교회,신용협동조합\단체신협\단체(서울)\응암동천주교회,신용협동조합,단체신협,단체(서울),응암동천주교회
00106561059,종로,신용협동조합\단체신협\단체(서울)\종로,신용협동조합,단체신협,단체(서울),종로
00106561128,철도,신용협동조합\단체신협\단체(서울)\철도,신용협동조합,단체신협,단체(서울),철도
00106561239,한국관세무역개발원,신용협동조합\단체신협\단체(서울)\한국관세무역개발원,신용협동조합,단체신협,단체(서울),한국관세무역개발원
00106561147,한평,신용협동조합\단체신협\단체(서울)\한평,신용협동조합,단체신협,단체(서울),한평
00106561199,회현지하상가,신용협동조합\단체신협\단체(서울)\회현지하상가,신용협동조합,단체신협,단체(서울),회현지하상가
000010656A180,울산공동화사업[폐],신용협동조합\단체신협\단체(울산)\울산공동화사업[폐],신용협동조합,단체신협,단체(울산),울산공동화사업[폐]
000010656A204,울산시의사,신용협동조합\단체신협\단체(울산)\울산시의사,신용협동조합,단체신협,단체(울산),울산시의사
000010656A149,울산약사,신용협동조합\단체신협\단체(울산)\울산약사,신용협동조합,단체신협,단체(울산),울산약사
000010656A179,울산치과의사,신용협동조합\단체신협\단체(울산)\울산치과의사,신용협동조합,단체신협,단체(울산),울산치과의사
000010656A133,울산침례교회[폐],신용협동조합\단체신협\단체(울산)\울산침례교회[폐],신용협동조합,단체신협,단체(울산),울산침례교회[폐]
00106563246,가톨릭인천교구청,신용협동조합\단체신협\단체(인천)\가톨릭인천교구청,신용협동조합,단체신협,단체(인천),가톨릭인천교구청
00106563204,경인침례교회,신용협동조합\단체신협\단체(인천)\경인침례교회,신용협동조합,단체신협,단체(인천),경인침례교회
00106563041,부민,신용협동조합\단체신협\단체(인천)\부민,신용협동조합,단체신협,단체(인천),부민
00106563236,부평신우,신용협동조합\단체신협\단체(인천)\부평신우,신용협동조합,단체신협,단체(인천),부평신우
00106563185,석암,신용협동조합\단체신협\단체(인천)\석암,신용협동조합,단체신협,단체(인천),석암
00106563146,송림중앙,신용협동조합\단체신협\단체(인천)\송림중앙,신용협동조합,단체신협,단체(인천),송림중앙
00106563184,숭의,신용협동조합\단체신협\단체(인천)\숭의,신용협동조합,단체신협,단체(인천),숭의
00106563232,인천교회,신용협동조합\단체신협\단체(인천)\인천교회,신용협동조합,단체신협,단체(인천),인천교회
00106563224,인천제삼교회,신용협동조합\단체신협\단체(인천)\인천제삼교회,신용협동조합,단체신협,단체(인천),인천제삼교회
00106563233,인천치과의사,신용협동조합\단체신협\단체(인천)\인천치과의사,신용협동조합,단체신협,단체(인천),인천치과의사
00106563235,인천한마음,신용협동조합\단체신협\단체(인천)\인천한마음,신용협동조합,단체신협,단체(인천),인천한마음
00106563023,화수동,신용협동조합\단체신협\단체(인천)\화수동,신용협동조합,단체신협,단체(인천),화수동
00106568156,목포우리,신용협동조합\단체신협\단체(전남)\목포우리,신용협동조합,단체신협,단체(전남),목포우리
00106568152,순천동부,신용협동조합\단체신협\단체(전남)\순천동부,신용협동조합,단체신협,단체(전남),순천동부
00106568087,순천중앙,신용협동조합\단체신협\단체(전남)\순천중앙,신용협동조합,단체신협,단체(전남),순천중앙
00106568120,해남우리,신용협동조합\단체신협\단체(전남)\해남우리,신용협동조합,단체신협,단체(전남),해남우리
00106567012,원광,신용협동조합\단체신협\단체(전북)\원광,신용협동조합,단체신협,단체(전북),원광
00106567116,전북건축사,신용협동조합\단체신협\단체(전북)\전북건축사,신용협동조합,단체신협,단체(전북),전북건축사
00106567134,전북서부항운노조,신용협동조합\단체신협\단체(전북)\전북서부항운노조,신용협동조합,단체신협,단체(전북),전북서부항운노조
00106567136,전북약사,신용협동조합\단체신협\단체(전북)\전북약사,신용협동조합,단체신협,단체(전북),전북약사
00106567140,전북치과의사,신용협동조합\단체신협\단체(전북)\전북치과의사,신용협동조합,단체신협,단체(전북),전북치과의사
00106567115,전주개인택시,신용협동조합\단체신협\단체(전북)\전주개인택시,신용협동조합,단체신협,단체(전북),전주개인택시
00106567119,전평,신용협동조합\단체신협\단체(전북)\전평,신용협동조합,단체신협,단체(전북),전평
000010656B034,제주Y,신용협동조합\단체신협\단체(제주)\제주Y,신용협동조합,단체신협,단체(제주),제주Y
000010656B045,제주치과의사,신용협동조합\단체신협\단체(제주)\제주치과의사,신용협동조합,단체신협,단체(제주),제주치과의사
00106566162,금산중앙,신용협동조합\단체신협\단체(충남)\금산중앙,신용협동조합,단체신협,단체(충남),금산중앙
00106566137,당진우리,신용협동조합\단체신협\단체(충남)\당진우리,신용협동조합,단체신협,단체(충남),당진우리
00106566143,부여신협,신용협동조합\단체신협\단체(충남)\부여신협,신용협동조합,단체신협,단체(충남),부여신협
00106565138,새청주,신용협동조합\단체신협\단체(충북)\새청주,신용협동조합,단체신협,단체(충북),새청주
00106565135,서원경교회,신용협동조합\단체신협\단체(충북)\서원경교회,신용협동조합,단체신협,단체(충북),서원경교회
00106565118,제천엽연초,신용협동조합\단체신협\단체(충북)\제천엽연초,신용협동조합,단체신협,단체(충북),제천엽연초
00106565111,중부엽연초,신용협동조합\단체신협\단체(충북)\중부엽연초,신용협동조합,단체신협,단체(충북),중부엽연초
00106565081,청주직지,신용협동조합\단체신협\단체(충북)\청주직지,신용협동조합,단체신협,단체(충북),청주직지
00106565129,충북건축사,신용협동조합\단체신협\단체(충북)\충북건축사,신용협동조합,단체신협,단체(충북),충북건축사
00106565117,충북약사,신용협동조합\단체신협\단체(충북)\충북약사,신용협동조합,단체신협,단체(충북),충북약사
00106565123,충북치과의사,신용협동조합\단체신협\단체(충북)\충북치과의사,신용협동조합,단체신협,단체(충북),충북치과의사
00106565112,충연,신용협동조합\단체신협\단체(충북)\충연,신용협동조합,단체신협,단체(충북),충연
00106564016,강릉,신용협동조합\지역신협\지역(강원)\강릉,신용협동조합,지역신협,지역(강원),강릉
00106564116,강릉성덕,신용협동조합\지역신협\지역(강원)\강릉성덕,신용협동조합,지역신협,지역(강원),강릉성덕
00106564083,강릉중앙[폐],신용협동조합\지역신협\지역(강원)\강릉중앙[폐],신용협동조합,지역신협,지역(강원),강릉중앙[폐]
00106564012,고성,신용협동조합\지역신협\지역(강원)\고성,신용협동조합,지역신협,지역(강원),고성
00106564080,고한,신용협동조합\지역신협\지역(강원)\고한,신용협동조합,지역신협,지역(강원),고한
00106564098,낙산,신용협동조합\지역신협\지역(강원)\낙산,신용협동조합,지역신협,지역(강원),낙산
00106564120,남원주                        [폐],신용협동조합\지역신협\지역(강원)\남원주                        [폐],신용협동조합,지역신협,지역(강원),남원주                        [폐]
00106564055,남원주[폐],신용협동조합\지역신협\지역(강원)\남원주[폐],신용협동조합,지역신협,지역(강원),남원주[폐]
00106564084,대관령,신용협동조합\지역신협\지역(강원)\대관령,신용협동조합,지역신협,지역(강원),대관령
00106564075,대원 ,신용협동조합\지역신협\지역(강원)\대원 ,신용협동조합,지역신협,지역(강원),대원 
00106564068,대화,신용협동조합\지역신협\지역(강원)\대화,신용협동조합,지역신협,지역(강원),대화
00106564118,동춘천[폐],신용협동조합\지역신협\지역(강원)\동춘천[폐],신용협동조합,지역신협,지역(강원),동춘천[폐]
00106564114,동해                          [폐],신용협동조합\지역신협\지역(강원)\동해                          [폐],신용협동조합,지역신협,지역(강원),동해                          [폐]
00106564094,동해묵호,신용협동조합\지역신협\지역(강원)\동해묵호,신용협동조합,지역신협,지역(강원),동해묵호
00106564107,동해제일[폐],신용협동조합\지역신협\지역(강원)\동해제일[폐],신용협동조합,지역신협,지역(강원),동해제일[폐]
00106564074,매호[폐],신용협동조합\지역신협\지역(강원)\매호[폐],신용협동조합,지역신협,지역(강원),매호[폐]
00106564056,묵호상록수[폐],신용협동조합\지역신협\지역(강원)\묵호상록수[폐],신용협동조합,지역신협,지역(강원),묵호상록수[폐]
00106564119,문막[폐],신용협동조합\지역신협\지역(강원)\문막[폐],신용협동조합,지역신협,지역(강원),문막[폐]
00106564072,미탄,신용협동조합\지역신협\지역(강원)\미탄,신용협동조합,지역신협,지역(강원),미탄
00106564076,봄내,신용협동조합\지역신협\지역(강원)\봄내,신용협동조합,지역신협,지역(강원),봄내
